Noisy_X,Noisy_Y,Time
0.0329686592323596,-75.0466137349762,0.189618349075317
-0.00383948953490495,-74.7071831198107,0.279110670089722
0.0144152468122346,-75.3560510218232,0.34150767326355
0.0346190341020561,-75.5972582986302,0.399858474731445
-0.0092257607876188,-74.5065922361722,0.457795858383179
-0.0379527145683329,-73.7973520936617,0.515016317367554
0.0386176272864458,-75.1771496549715,0.572765350341797
-0.0247742324990877,-74.8808541359081,0.630767583847046
-0.0201865650811995,-74.7968464622688,0.688125610351562
0.0173652815873786,-74.7176564760219,0.748387575149536
-0.0932631993767571,-75.2861205920655,0.807109117507935
0.0547348236816592,-75.1874367854475,0.869143724441528
-0.00619454410366791,-74.8883968426653,0.92796802520752
0.0303234795619307,-75.2713133147856,0.989087104797363
-0.0177091621639169,-74.7225703605514,1.04767966270447
-0.0553421142339586,-74.5612277147276,1.10642313957214
0.0104177013780651,-74.4370422346354,1.16707825660706
-0.0298292377916863,-75.3999523179715,1.22686195373535
-0.06277280628675,-74.4892857470747,1.28593063354492
-0.0121288299523075,-75.2602694076126,1.34298634529114
0.079157354742992,-75.35080847607,1.39838051795959
-0.0466972331529502,-74.8095072988816,1.45495271682739
-0.0379701109009921,-75.1498465571177,1.51012802124023
-0.0366146902023476,-75.2701055942477,1.56977558135986
0.027232642367055,-74.8688115258014,1.63444566726685
0.0399780025984119,-75.2711953538636,1.69930696487427
-0.00575268828930099,-74.9938786097565,1.764164686203
-0.0540867907687464,-74.9383813421234,1.82800722122192
-0.0661321791624509,-75.0541332161107,1.89443373680115
0.0655989926107552,-74.9368217191168,1.95663547515869
-0.0770043666724911,-74.8440026557944,2.01953125
-0.0747566720764142,-75.0217457799822,2.08553719520569
-0.0640438482721947,-74.341472795663,2.15083265304565
-0.0427039902947017,-75.0407770487767,2.20935368537903
-0.0219961260168411,-74.3029735648808,2.27247452735901
-0.0844622569676557,-74.8284644330988,2.3289623260498
-0.0419160791720748,-74.8648162441262,2.39026594161987
-0.0744520666252021,-74.3986658783689,2.4519464969635
-0.131610324874151,-75.6718254603967,2.51139545440674
-0.193475048731057,-74.7251071605909,2.57186126708984
-0.1330186466326,-73.7788077632201,2.64307880401611
-0.163743961139162,-74.1221568704318,2.70890045166016
-0.168504169262888,-73.9718952160582,2.76971626281738
-0.26062306065405,-74.5090257827293,2.8300199508667
-0.22960763149092,-74.168694655633,2.89313650131226
-0.237543955791392,-74.0415290953634,2.9596164226532
-0.33296012555262,-74.0871578517901,3.02507996559143
-0.326078511038264,-73.6426026612107,3.08923268318176
-0.433736366316788,-73.6222932700026,3.15271329879761
-0.428915862432165,-73.8538286615302,3.2181122303009
-0.62903717843084,-73.83484452316,3.2819459438324
-0.615046959380801,-73.4823753877272,3.34607744216919
-0.718345412632323,-73.4263570015526,3.40940356254578
-0.757885418604488,-73.0603851866127,3.46881103515625
-0.918547911248254,-73.1383713283685,3.53156566619873
-1.00917103411148,-72.5617519658224,3.59258699417114
-1.06947894389787,-72.4784861803134,3.65759515762329
-1.20922417017402,-72.3192210647242,3.72117328643799
-1.269675585609,-71.8266785802648,3.78167486190796
-1.41233713465112,-71.8727347027104,3.84697270393372
-1.50146107497911,-71.7369601970229,3.91375803947449
-1.67990711486578,-72.1733007900908,3.97896003723145
-1.83544428499294,-71.3103033946774,4.04417181015015
-1.96355870583522,-70.3131221119524,4.10634541511536
-2.10346065238497,-70.747968170332,4.17283987998962
-2.23753287446802,-70.5095519988976,4.23164629936218
-2.48352409022043,-71.0898867056438,4.29540157318115
-2.68630190591719,-70.3159494588197,4.35549116134644
-2.85614766138525,-70.5360316096328,4.415687084198
-3.10189631572425,-69.933653966634,4.47305727005005
-3.38157167628675,-70.4858165087829,4.53294110298157
-3.58746034066203,-69.3590965529649,4.59342169761658
-3.7715515459192,-70.1103159603686,4.65543055534363
-4.15378759833376,-69.739878943213,4.71916365623474
-4.31023137542434,-68.8913573339084,4.79709434509277
-4.55072385094117,-69.0686167959464,4.86017346382141
-4.85274696702282,-69.6117194921457,4.92046070098877
-5.16141628960864,-68.5116131614457,4.98473286628723
-5.44196994901487,-69.3599393889019,5.04829549789429
-5.80180292859601,-68.7435902527546,5.1088547706604
-6.10194774050328,-68.699073483316,5.1721818447113
-6.40389386421689,-67.9904984816897,5.2331805229187
-6.76923515850141,-68.4200418968928,5.29767513275146
-7.028149242794,-68.8290517678075,5.35669302940369
-7.43547500229947,-68.9257828657057,5.42244958877563
-7.75937660920326,-69.8887209490563,5.48277354240417
-8.04742909701927,-68.5079821321272,5.54121971130371
-8.36332197018305,-69.4958941041019,5.60116529464722
-8.77025612843358,-69.1126180939952,5.66127014160156
-9.04176558997687,-68.7453510353434,5.72234392166138
-9.47523957829303,-69.0588743670472,5.78161382675171
-9.77731437148312,-69.2175619742095,5.84225583076477
-10.0876107111951,-69.6695084843459,5.90785694122314
-10.4071257176159,-69.8866773864247,5.97580862045288
-10.7432001604851,-69.8649783650909,6.04372882843018
-11.0649705988303,-69.6651479781505,6.10497903823853
-11.30136475064,-70.4237102149941,6.16837954521179
-11.4936150423446,-70.34075023175,6.22949242591858
-11.7760213045462,-70.7771431423591,6.2872416973114
-12.066406977863,-71.178442534775,6.35332036018372
-12.2726432888395,-71.4719851536271,6.41458415985107
-12.5509668023771,-71.3904624345305,6.4753155708313
-12.7437266626709,-71.5100187124509,6.53545331954956
-12.9583159530942,-72.5174183010929,6.59583687782288
-13.1242469986872,-72.5355547196011,6.65470552444458
-13.3403404602458,-72.3429820670043,6.7143132686615
-13.4247011621545,-73.1403286348735,6.77342510223389
-13.6659476989303,-73.0361600845365,6.83409428596497
-13.7593894213298,-73.2412343013763,6.89255309104919
-13.7817430292462,-74.2577675410585,6.95260095596313
-13.8946949240943,-73.9789316216656,7.0117449760437
-13.9636043034564,-74.6102218723803,7.07478070259094
-14.0795497916253,-74.7835069795435,7.14071726799011
-14.0824476828764,-75.6592465195817,7.1977367401123
-14.0036920315399,-75.4995880266895,7.25534582138062
-14.0574329841795,-76.1533105874487,7.31449246406555
-14.136584505329,-76.21725214338,7.37710475921631
-13.993401975391,-76.9495609268215,7.43488883972168
-13.88605090727,-77.5452640460487,7.49320149421692
-13.7971421064943,-77.4484772012788,7.55422067642212
-13.7644763782261,-77.9834130311065,7.61667728424072
-13.6595671920627,-77.9024208007107,7.70034432411194
-13.5635232124192,-78.5261083837367,7.75911283493042
-13.3556696385169,-78.3566205366731,7.82442736625671
-13.2815914137097,-78.911662723083,7.88697552680969
-13.1178845448119,-79.4609805125682,7.95423007011414
-12.8888214743335,-79.5329520684763,8.02362012863159
-12.6167417215155,-79.770009310254,8.08793163299561
-12.4821378737531,-79.8821571218955,8.15592312812805
-12.196617952265,-80.4099826698138,8.22001647949219
-12.0012367501551,-81.7681894964773,8.28069186210632
-11.62285995979,-80.6182765877679,8.34600949287415
-11.4119481086457,-80.8368013894761,8.40927338600159
-11.2107213432069,-81.2490981841302,8.47293519973755
-10.8131612174837,-81.7525311662924,8.54031753540039
-10.6247923417309,-81.8289600837036,8.60222482681274
-10.3258791466106,-82.0274539247124,8.66700458526611
-9.90630366865311,-81.8693547578116,8.73248410224915
-9.63299301991599,-82.2798129663094,8.79388761520386
-9.32482950066045,-82.5967207145307,8.85828971862793
-8.8897637486158,-82.451405313315,8.92401671409607
-8.65662628573083,-82.7380604148761,8.98579025268555
-8.13906887278664,-82.6257622504672,9.04488110542297
-7.91152856715316,-83.1343628224831,9.10438632965088
-7.58260191708836,-82.5496082202842,9.16448354721069
-7.10979309617868,-82.8753278062826,9.223224401474
-6.81741906325776,-81.9334691688933,9.28252768516541
-6.53443346817955,-82.1528163756938,9.34522104263306
-6.10533753965625,-82.3415945796992,9.40654468536377
-5.82006926814424,-82.785948758893,9.46538519859314
-5.42722654425435,-82.5272737673064,9.52696204185486
-5.07308613257062,-82.5089577598502,9.5855758190155
-4.7896053720241,-81.8375967764479,9.64369010925293
-4.46330101022945,-81.5541418431337,9.70229840278625
-4.10747181452876,-81.6901363131787,9.76124358177185
-3.83573007955167,-81.4576422448621,9.82343363761902
-3.48126210531911,-80.9519608492256,9.88407254219055
-3.27963912105902,-81.3163185652604,9.94634056091309
-2.95479268189138,-81.5788917039543,10.0055661201477
-2.63509443109376,-81.1074778236149,10.0643439292908
-2.36872920602268,-80.6891935992658,10.1270761489868
-2.1930068133914,-81.1967754745425,10.1847357749939
-1.93262704460198,-80.3066508511171,10.2440729141235
-1.67968850784343,-79.7589842321988,10.3024928569794
-1.47449066052946,-79.7160832459452,10.3597617149353
-1.25758061468358,-79.5403835356575,10.4177277088165
-1.08335654520865,-79.3000631616394,10.4751374721527
-1.02313249410444,-78.5030132840124,10.5344433784485
-0.837403325385336,-78.5021793615368,10.5943048000336
-0.689955553341201,-78.5290128183227,10.656350851059
-0.603202009493137,-78.5196003355714,10.7174317836761
-0.546197245670088,-76.9988752584561,10.7790923118591
-0.461963193080643,-78.0328023518755,10.8383445739746
-0.438400846869046,-77.2572771975197,10.8999629020691
-0.392035499717208,-77.1451891008586,10.9580664634705
-0.310448721014044,-77.1208324685088,11.0168740749359
-0.198866042304916,-76.6274733061646,11.0761382579803
-0.230129868027156,-77.162345279189,11.1401150226593
-0.132633226995556,-76.4408180546721,11.2005631923676
-0.177257020121191,-76.347071951058,11.2605845928192
-0.161199000330773,-75.9085567599402,11.3196549415588
-0.128154141907392,-75.4377074329723,11.3790605068207
-0.224837869205458,-75.3299442183005,11.438797712326
-0.1304263437406,-75.7709050526864,11.5114452838898
-0.194891030766312,-75.0245140829487,11.621591091156
-0.227218540653223,-75.8066746688496,11.707982301712
-0.219116055294164,-75.305567384626,11.7688109874725
-0.213585657074133,-74.9348080705403,11.8313181400299
-0.251507474435925,-75.5467658599837,11.9390728473663
-0.296638361711549,-75.5751843431104,12.0530264377594
-0.238931816475512,-75.466692283944,12.1471598148346
-0.36298559670019,-75.2140675089599,12.2151961326599
-0.324263921649669,-74.8271487654579,12.3350424766541
-0.406953349916789,-73.9789563197231,12.456246137619
-0.341440135950095,-74.5204718887963,12.5759446620941
-0.353348416999812,-74.8543638016698,12.6962385177612
